#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237651539262636104,242.703609307147,52.6331158692578,18.0609,16.3377,15.52174,15.12673,14.79351,GALAXY,0.02957661
1237651539776110600,136.445921122189,59.1066249498102,19.02551,18.8514,18.67504,18.66854,18.67316,QSO,1.143496
1237651539262636223,242.672414795323,52.6176042959315,19.00762,17.87063,17.21648,16.80559,16.60542,GALAXY,0.06389379
1237651539776110722,136.482372474978,59.116688097715,19.32567,19.02222,18.94153,18.7354,18.75015,QSO,1.647456
1237651539776503839,138.020424706328,59.6660356382479,18.40895,17.88814,17.72894,17.74715,17.55891,QSO,0.7735624
1237651539262963850,243.667060564971,52.1223606380001,17.50853,16.18739,15.68558,15.51125,15.44124,STAR,-0.0004003704
1237651539263291614,244.441174203824,51.528285296956,19.49608,18.02709,17.45891,17.2578,17.1162,STAR,-0.0001454285
1237651539775651909,135.321992231266,58.2985578011456,19.29799,17.24335,16.19723,15.74415,15.40672,GALAXY,0.1021905
1237651539775652048,135.07974977878,58.3505795122221,19.54245,18.40568,17.22973,16.71181,16.3319,GALAXY,0.263603
1237651539775652075,135.068464552513,58.385407180692,16.83937,15.28197,14.59325,14.22314,13.93591,GALAXY,0.02938867
1237651539775652107,135.230159309427,58.3833812462259,18.99121,17.54963,16.66377,16.20798,15.86454,GALAXY,0.09855874
1237651539776372878,137.647136216935,59.4699183473034,19.305,18.29103,17.94824,17.83752,17.72657,STAR,0.0006430176
1237651539776372880,137.439979954133,59.5858178936789,19.15099,17.98622,17.49453,17.13912,17.0011,GALAXY,0.104728
1237651539776503972,138.067844855722,59.6795940854464,18.84233,17.81963,17.47649,17.16821,17.00744,GALAXY,0.06975158
1237651539775783017,135.464959318945,58.6323190445637,16.56559,15.5684,15.26317,15.16152,15.10583,STAR,-0.0006477524
1237651539775783282,135.521785140274,58.6244892831414,19.39022,18.1807,17.63504,17.28009,17.10023,GALAXY,0.0986964
1237651539776438277,137.761755702926,59.4775726876749,17.55339,16.55578,16.17434,16.04288,15.99782,STAR,-2.944643E-05
1237651539776569477,138.188256007075,59.6898507930421,19.54286,18.33974,17.75288,17.40712,17.2073,GALAXY,0.1111664
1237651539778011337,143.273605884263,61.9680749679179,17.77917,16.23446,15.64362,15.45345,15.38211,GALAXY,0
1237651539778011339,143.360026139407,61.9167856557188,17.39772,16.33243,16.0702,15.9868,15.93835,GALAXY,0
1237651539262308355,241.835918028933,53.3003115661348,15.44203,14.18919,14.26974,14.40778,14.52109,STAR,-2.131886E-05
1237651539262308370,241.785291368394,53.2549520036671,16.57437,14.94491,14.39115,14.24922,14.17486,STAR,-0.0001445867
1237651539262308400,241.886065308341,53.246907455615,18.67273,16.65357,15.63928,15.15088,14.78074,GALAXY,0.106744
1237651539262308445,242.114958086923,53.2789957429148,18.63692,17.74812,17.48096,17.39734,17.43245,STAR,-0.0007737278
1237651539262308488,242.029059159605,53.39070919856,18.40158,17.13606,16.52261,16.13736,15.83919,GALAXY,0.04104334
1237651539262308514,241.915795099764,53.3259738731703,19.18951,18.00931,17.58683,17.31642,17.11738,GALAXY,0.04072856
1237651539262308680,241.984542197939,53.1843407611022,19.56461,17.55778,16.67511,16.25069,15.91289,GALAXY,0.06377765
1237651539778142368,143.776194474394,62.1399878240288,18.26947,17.07677,16.6534,16.50504,16.44722,STAR,-0.0001083514
1237651539776634944,138.285148934278,59.9506883956655,17.24872,16.29468,15.91723,15.77398,15.7387,STAR,-0.001367541
1237651539777749098,142.425128431412,61.4594256091416,19.49568,17.65699,16.73615,16.3224,16.00369,GALAXY,0.09191403
1237651539776897080,139.325406774004,60.23543842479,17.99059,17.90191,18.04999,18.20963,18.45626,QSO,5.256209
1237651539776962690,139.476630521619,60.3583712089138,19.27852,17.98719,17.5268,17.25288,17.0954,GALAXY,0.05891976
1237651539777159251,140.388668079208,60.6511427953004,18.94779,18.04116,17.72333,17.59093,17.59122,STAR,0.0003851058
1237651539777224793,140.352549432842,60.6965150137683,18.43753,17.12134,16.48477,16.13832,15.89846,GALAXY,0.04630316
1237651539777880143,143.016569186893,61.6810119176726,18.42638,18.05112,17.73674,17.68276,17.3792,QSO,0.3583054
1237651539777880214,142.751277760092,61.7296235419569,18.35868,17.17938,16.73869,16.45359,16.30196,GALAXY,0.03908586
1237651539777486858,141.212414918082,61.1138873044203,19.3326,19.26688,19.29416,19.09982,19.2383,QSO,1.7338
1237651539778666539,145.718082859615,62.8219605186549,18.41649,17.38902,17.14731,17.08397,17.06084,STAR,-0.001031267
1237651539777552493,141.62449761572,61.1401509699203,19.002,18.05745,17.72524,17.45035,17.40555,GALAXY,0.07489338
1237651539777683591,141.85603950842,61.4613059146068,17.74818,16.18871,15.41192,15.0008,14.74486,GALAXY,0.07507408
1237651539777945680,143.127191801832,61.8696917367051,19.31439,17.99071,17.35451,16.93704,16.71415,GALAXY,0.1229369
1237648720690216998,171.652116856449,-0.545264927545501,19.04202,18.13814,17.88887,17.80221,17.74578,STAR,2.653914E-05
1237648720690282582,171.831620119154,-0.547968422791791,19.30915,18.24684,17.84528,17.66633,17.61505,STAR,0.0002549884
1237648720694018063,180.31647108347,-0.4292375968328,17.79053,16.40031,15.89141,15.72414,15.63591,STAR,-8.734191E-07
1237648720694018067,180.32293608116,-0.46450815318432,17.67806,16.27507,15.77082,15.60411,15.5219,STAR,2.635244E-06
1237648720693166121,178.405631649664,-0.600901681227733,18.21041,17.10015,16.46761,16.10159,15.86663,GALAXY,0.1260788
1237648720693166240,178.409242584826,-0.627385507904425,19.25198,18.12447,17.56107,17.20906,17.03302,GALAXY,0.1264552
1237648720693166271,178.466059251457,-0.450533929702949,19.14646,17.98609,17.06241,16.63465,16.33824,GALAXY,0.1625239
1237648720693231729,178.493189447936,-0.475312737161865,19.42973,18.32589,17.59836,17.21745,16.95339,GALAXY,0.1517202
1237648720694018070,180.330545839202,-0.490310055070276,17.81283,16.85153,16.50748,16.37648,16.32963,STAR,0.0005319865
1237648720693231844,178.622445144039,-0.603112717447703,19.27687,17.62649,16.75916,16.38712,16.07265,GALAXY,0.130611
1237648720694018091,180.40427398949,-0.482994109901762,16.84968,15.5361,15.01588,14.82503,14.74539,STAR,0.0002127957
1237648720693297437,178.771066743279,-0.58544284463598,19.53946,18.37481,17.6475,17.28613,17.02709,GALAXY,0.1274473
1237648720694018167,180.393637887057,-0.494671298923283,19.59569,17.78645,16.82101,16.40717,16.04906,GALAXY,0.1198591
1237648720694083589,180.43327681352,-0.479342010689899,16.92183,15.40418,14.88374,14.71469,14.68145,STAR,-8.641174E-05
1237648720694083602,180.463189374245,-0.580236747581692,18.22351,16.9484,16.44651,16.26212,16.17856,STAR,-7.557006E-06
1237648720694083618,180.498170661938,-0.596033946025276,17.69482,15.73903,14.93526,14.63133,14.49712,STAR,0.0002768874
1237648720693362798,178.80362272966,-0.516195327404165,19.49586,18.35264,17.72338,17.3579,17.09851,GALAXY,0.1320815
1237648720693362808,178.806888651347,-0.526100771679417,19.35856,17.40736,16.27258,15.83168,15.46183,GALAXY,0.1321506
1237648720690872457,173.108689402835,-0.516590088292254,19.43694,18.03432,17.45634,17.27229,17.15916,STAR,0.0002914012
1237648720690872477,173.144285227201,-0.596544247801325,19.37631,19.42547,19.45366,19.28736,19.17858,QSO,1.934764
1237648720693362876,178.87598266199,-0.560778617936182,18.47667,17.32184,16.77806,16.4681,16.24651,GALAXY,0.0643077
1237648720693428272,179.021773985461,-0.512797454496176,19.58846,18.26978,17.54164,17.07283,16.7653,GALAXY,0.1059328
1237648720693428332,178.950947564293,-0.548634672271516,18.70638,17.78533,17.54214,17.27623,17.22145,GALAXY,0.06467283
1237648720690872486,173.160532175993,-0.54872997286855,19.29889,17.96902,17.27344,16.8995,16.63824,GALAXY,0.1053436
1237648720690937867,173.259371664271,-0.502529818284954,18.85049,17.84582,17.47629,17.33846,17.34741,STAR,-3.116103E-05
1237648720690937870,173.262825109293,-0.587077370509905,18.14501,16.79992,16.30426,16.14146,16.10781,STAR,0.0002139112
1237648720690937879,173.27995511623,-0.432990008632311,16.65928,15.12397,14.49263,14.26027,14.17529,STAR,-0.0001143894
1237648720690937931,173.341219182627,-0.572561976230957,18.53921,17.19631,16.64381,16.41402,16.33263,STAR,-1.975095E-05
1237648720693428376,179.000059337094,-0.576022344156225,18.78305,17.589,17.07884,16.76304,16.5659,GALAXY,0.06444607
1237648720693494556,179.163248506324,-0.526698971719524,19.04383,17.57419,16.70666,16.25977,15.88763,GALAXY,0.1252853
1237648720693624909,179.389038646666,-0.504567698919578,18.97931,17.84723,17.16972,16.81457,16.5745,GALAXY,0.1306114
1237648720693624962,179.497026816642,-0.484043943685802,19.59906,17.62351,16.55051,16.11712,15.74296,GALAXY,0.125779
1237648720693690487,179.650077422057,-0.454883028809621,17.81089,16.87986,16.58187,16.47909,16.45047,STAR,0.0006020893
1237648720693690521,179.539474487257,-0.595325929517885,19.11688,18.06763,17.46507,17.12511,16.94894,GALAXY,0.08446588
1237648720693690531,179.561653998059,-0.567745218154348,19.46319,19.16861,19.09189,19.00882,18.97778,QSO,0.7919978
1237648720693690538,179.565855709474,-0.627107314050813,19.50208,18.57379,18.25887,18.15212,18.09853,STAR,-1.650483E-05
1237648720693690625,179.670727587947,-0.597193978954187,17.96784,16.77961,16.3312,16.13302,16.02277,GALAXY,0.02139761
1237648720693821797,179.955873135123,-0.50102108525215,19.31988,18.18828,17.55127,17.18032,16.97325,GALAXY,0.1514758
1237648720693755943,179.714874683323,-0.543437115277425,17.40766,16.10015,15.87751,15.73867,15.73257,STAR,0.0002880388
1237648720693756176,179.754212141942,-0.545451447409319,19.27377,17.53024,16.66502,16.25797,15.94014,GALAXY,0.0768301
1237648720693821469,179.867671292325,-0.449066313426748,18.65198,17.56225,17.11409,16.912,16.81392,STAR,5.683797E-06
1237648720691658756,174.913145256594,-0.56308019398864,18.70442,17.80157,17.53409,17.4362,17.44367,STAR,-0.0002253564
1237648720694607874,181.643861909158,-0.596081260768037,18.38147,17.49793,17.22841,17.13324,17.12646,STAR,0.0004359619
1237648720694607878,181.656936917827,-0.450306536689112,16.68668,15.50807,15.75664,15.95025,16.0783,STAR,0.0001032944
1237648720691658926,174.997891181351,-0.503298924144499,18.80964,17.13866,16.24706,15.78013,15.40857,GALAXY,0.09938055
1237648720694018054,180.297025292843,-0.46468854953141,17.59731,16.11681,15.58957,15.41407,15.34567,STAR,-2.58196E-05
1237648720694673520,181.851203421202,-0.582626327248146,18.00132,16.45599,15.85696,15.637,15.53866,STAR,7.67086E-05
1237648720692969596,177.89694085677,-0.553790498630182,19.51869,17.79523,16.79542,16.3266,15.94142,GALAXY,0.1233518
1237648720693952595,180.143164996003,-0.531374912199967,18.83206,17.78311,17.39792,17.1964,17.026,GALAXY,0.0208782
1237648720693952601,180.143770456399,-0.552372782072934,19.3272,17.31053,16.33996,15.90287,15.54023,GALAXY,0.08400331
1237648720693035175,178.168853835416,-0.501202599617482,19.00594,18.76664,18.78453,18.65555,18.59646,QSO,0.5524967
1237648720693952651,180.196108774784,-0.603322648622023,19.35854,18.72105,18.61724,18.25964,18.35572,GALAXY,0.0828532
1237648720693035447,178.103559372961,-0.610301047480143,19.0829,18.05027,17.61897,17.39613,17.23797,GALAXY,0.07711183
1237648720690610284,172.513757627615,-0.424827848650119,19.38965,17.57231,16.58498,16.14404,15.75292,GALAXY,0.1044627
1237648720690610291,172.529610931546,-0.521228031098879,19.56516,17.62949,16.68799,16.29173,15.91588,GALAXY,0.07551581
1237648720693231789,178.607790336411,-0.472048645585959,18.86171,17.1336,16.36422,16.00438,15.73102,GALAXY,0.05142741
1237648720693297376,178.711361093451,-0.554569033932519,19.44619,18.12966,17.19906,16.74627,16.42915,GALAXY,0.1794095
1237648720694083648,180.57456615645,-0.566289938188486,19.23386,18.25051,17.99043,17.86484,17.8462,STAR,0.0005543052
1237648720690937975,173.299461923498,-0.464667567786774,19.15216,17.80508,16.98887,16.51725,16.17854,GALAXY,0.1048721
1237648720695590962,183.957544073534,-0.575605258400515,19.06249,17.50129,17.34042,17.13228,16.9181,QSO,2.703716
1237648720694607880,181.665215743229,-0.619087437613216,19.18833,17.40427,16.68262,16.44867,16.32079,STAR,3.455392E-05
1237648720694607901,181.701520236815,-0.551871878124269,17.45399,15.90948,15.35432,15.18301,15.12699,STAR,-4.59065E-05
1237648720694607912,181.718916671196,-0.625748145186135,18.89951,17.61727,17.07048,16.89897,16.80652,STAR,-0.0002204245
1237648720694607916,181.728035845529,-0.603292692519297,18.8351,17.64332,17.16589,17.01535,16.98828,STAR,5.389894E-05
1237648720694607918,181.732536405323,-0.511599960650112,17.69742,16.72776,16.41327,16.31843,16.28565,STAR,0.0003154713
1237648720694607922,181.742260509393,-0.560223452039559,17.87401,18.03498,18.38532,18.66135,19.01063,STAR,-5.385952E-05
1237648720694673535,181.898882949648,-0.446383639653613,17.54366,16.57809,16.27248,16.17951,16.1653,STAR,0.0001798836
1237648720694673588,181.816004854188,-0.517885269921027,19.15226,17.39037,16.56635,16.16496,15.88268,GALAXY,0.06299831
1237648720694673610,181.850227802205,-0.43497039066426,18.44221,17.35754,16.89918,16.55837,16.37123,GALAXY,0.08302023
1237648720694673638,181.894583952866,-0.492669228349542,19.5627,18.36758,17.76555,17.37235,17.12244,GALAXY,0.0623323
1237648720695394650,183.552006696911,-0.450657191477686,18.9631,18.19327,17.98351,17.77612,17.67364,GALAXY,0.03622593
1237648720694738965,181.944399044569,-0.571931769443483,16.93293,15.79858,15.41687,15.29336,15.27951,STAR,0.0002694123
1237648720694738969,181.948267570865,-0.554020901494975,17.90547,16.04306,15.25825,14.93646,14.78554,STAR,0.0009015517
1237648720694738984,181.964306766631,-0.529790645188656,18.53124,17.41477,16.94618,16.76693,16.69992,STAR,0.0007139691
1237648720694739010,182.009113355186,-0.436825119995773,19.51508,17.83057,16.91911,16.53607,16.22709,GALAXY,0.0822694
1237648720694739153,182.065944401876,-0.572259966742486,19.12785,17.68651,17.15496,16.97876,16.90569,STAR,0.0003990684
1237648720694739160,182.074001062492,-0.484049616986183,18.75447,17.60005,17.18966,17.05655,17.0014,STAR,0.000101621
1237648720694739202,181.98214975483,-0.544347579423753,18.67772,17.09608,16.31238,15.87683,15.56378,GALAXY,0.07943482
1237648720694739207,181.981964263091,-0.614894755969087,18.84722,17.07073,16.13254,15.72394,15.38359,GALAXY,0.1303435
1237648722295783615,160.212769653889,0.804798083257569,18.9158,17.42592,16.71157,16.30406,16.02871,GALAXY,0.05986328
1237648722293620876,155.176178426812,0.655399993075805,19.31796,17.76815,16.938,16.48243,16.15912,GALAXY,0.09599821
1237648722293620887,155.20139810783,0.792056369352766,19.27356,17.61201,16.77473,16.34751,16.01831,GALAXY,0.0710241
1237648722293620931,155.281899229966,0.682593136302002,17.26809,15.48219,14.65772,14.25208,13.92122,GALAXY,0.05533539
1237648722293620962,155.274325902006,0.629280256052222,19.37536,18.13803,17.6506,17.35037,17.12683,GALAXY,0.05389576
1237648722296045622,160.74208465743,0.712972625559954,17.44888,15.44841,14.74838,14.54446,14.45097,STAR,3.888314E-05
1237648722296045659,160.821085796814,0.81188169125785,18.66799,17.61415,17.24579,17.11362,17.02428,STAR,0.0002583733
1237648722296045688,160.718320434673,0.825910030661294,19.00067,17.89044,17.16147,16.7746,16.51403,GALAXY,0.1642609
1237648722296045781,160.80446638171,0.656633086667799,19.4235,18.32027,17.52735,17.07713,16.82989,GALAXY,0.125153
1237648722296045811,160.81807621544,0.798489309587092,19.5599,17.63291,16.57571,16.14054,15.77948,GALAXY,0.1247656
1237648722296111108,160.832955713371,0.768341705938336,17.53125,16.597,16.22509,16.06006,15.98467,STAR,0.0001984626
1237648722296111116,160.85852300596,0.651928560424311,19.01342,17.48921,16.87465,16.632,16.51175,STAR,0.0001656968
1237648722296111121,160.85896742765,0.691458196995653,18.59384,16.83429,16.18156,15.94941,15.82465,STAR,-7.487793E-05
1237648722296111140,160.882321974922,0.76427484537093,19.34304,17.40792,16.58032,16.26022,16.06195,STAR,0.0001265872
1237648722296111154,160.921844949861,0.776895227284071,18.7626,17.19066,16.54983,16.30696,16.17066,STAR,0.0002099682
1237648722296111157,160.928144354974,0.711641799454268,18.74216,17.7087,17.37201,17.25222,17.21933,STAR,0.0008319976
1237648722296111172,160.946776453704,0.834275256022207,18.61479,18.59382,18.10522,18.06281,18.10553,QSO,1.256168
1237648722296111195,160.955786740992,0.768617398194996,19.28428,17.7489,17.16105,16.93917,16.85174,STAR,-7.475686E-05
1237648722296111346,160.941521316039,0.796779644345673,19.05398,17.89139,17.19519,16.80192,16.58892,GALAXY,0.1227445
1237648722296176644,160.972789323867,0.746506692711488,18.71523,17.34583,16.8077,16.6162,16.51512,STAR,-4.253316E-05
1237648722296176647,160.986352386395,0.664910634580299,18.00091,16.03992,15.34539,15.11856,14.99784,STAR,5.291482E-05
1237648722296176650,161.007371076422,0.728564216040097,18.1541,16.22263,15.4778,15.22618,15.09299,STAR,6.208917E-05
1237648722296176678,161.029688027155,0.794682955469404,18.81988,17.82596,17.53252,17.4252,17.37544,STAR,0.000364342
1237648722296176680,161.058866345887,0.698259330818111,19.20088,17.80503,17.26612,17.06664,16.96449,STAR,7.591977E-05
1237648722296176697,161.090967286482,0.796578982526803,18.32492,16.86873,16.28885,16.06387,15.94712,STAR,-0.0002544098
1237648722296176709,161.096247027082,0.682143110707659,18.97027,18.85696,18.6406,18.72577,18.90977,QSO,1.329862
1237648722296176744,161.103997721153,0.769073354539579,18.73357,17.71152,17.2564,17.06409,16.97391,STAR,2.09825E-05
1237648722296176747,161.106399186919,0.748352689297076,17.4535,16.02454,15.42187,15.17754,15.05253,STAR,-0.0001576834
1237648722296176771,161.009376178987,0.672671281504087,19.18663,17.85979,17.32774,17.00044,16.82256,GALAXY,0.07233182
1237648722296176852,161.080928068262,0.677355801047405,19.25705,18.20449,17.67189,17.25336,17.0744,GALAXY,0.06481998
1237648722294603787,157.383200032748,0.757385187602186,19.03208,17.92422,17.84898,17.8868,17.89835,STAR,0.0005986699
1237648722294603908,157.389769545581,0.664233285814713,19.53235,17.74739,16.76812,16.32729,15.9744,GALAXY,0.09667995
1237648722294603919,157.39456479311,0.805325304009184,18.59346,17.10492,16.32561,15.92187,15.62621,GALAXY,0.05115105
1237648722294669392,157.601203839242,0.637089203340057,17.91168,16.92295,16.47628,16.24303,16.04051,GALAXY,0.02889339
1237648722296373267,161.445514313099,0.636441245456756,17.53518,16.19986,15.74766,15.5828,15.51717,STAR,3.133437E-05
1237648722296373274,161.463305197689,0.782154024195083,18.37139,16.82998,16.26658,16.0708,15.97117,STAR,0.000213624
1237648722294210643,156.627135177463,0.759403813855074,19.06254,18.07661,17.65415,17.47791,17.40232,STAR,0.0007953417
1237648722294210794,156.562126291438,0.789944723828967,19.2964,17.93431,17.22332,16.85847,16.59285,GALAXY,0.1061503
1237648722296373276,161.479524138674,0.641726223179827,18.68333,17.67183,17.35126,17.22313,17.23577,STAR,-8.126552E-06
1237648722296373321,161.560087168414,0.674436678148405,19.39669,18.39589,18.08669,17.98787,18.0022,STAR,0.0004031982
1237648722296373402,161.518095981524,0.799431828975007,19.43373,18.16975,17.48585,17.15189,16.90836,GALAXY,0.1362896
1237648722297880632,164.975004723744,0.779914000611902,18.78297,18.75671,18.65552,18.52852,18.30926,QSO,2.005455
1237648722296438798,161.59139009602,0.722721494380253,18.97204,17.68047,17.14199,16.91957,16.80593,STAR,0.0007220148
1237648722296438802,161.612067430586,0.658036512627396,17.78507,16.67341,16.36024,16.25194,16.23421,STAR,-0.0001080745
1237648722296438805,161.652755314878,0.673286555359495,17.63772,16.03339,15.48733,15.2985,15.22907,STAR,2.065573E-05
1237648722294734997,157.737459653555,0.746968530538656,18.90058,17.60722,16.84225,16.41111,16.09988,GALAXY,0.09942333
1237648722296569865,161.891853125708,0.694491068521817,19.23729,17.67232,17.05106,16.77721,16.63195,STAR,0.0004581463
1237648722294735005,157.758735181699,0.767368381667201,19.12449,18.22033,17.88967,17.58995,17.53048,GALAXY,0.09899052
1237648722294800545,157.863592850925,0.76846660510508,18.8987,17.39146,16.578,16.15617,15.841,GALAXY,0.09558981
1237648722294866083,158.024260535713,0.629883707020226,19.59087,17.6812,16.73215,16.24731,15.89347,GALAXY,0.06497008
1237648722294866111,158.056973521106,0.709313994636239,18.73335,16.81311,15.86671,15.44,15.09746,GALAXY,0.09947041
1237648722296569942,162.006541352077,0.83189747046624,19.29348,17.90844,17.36041,17.13455,16.98703,STAR,0.0002399569
1237648722296569979,161.910049357133,0.742932834246179,18.13599,16.20307,15.29519,14.84526,14.49914,GALAXY,0.07563198
1237648722295193750,158.765696939247,0.647286834115111,18.54875,17.2275,16.68754,16.33424,16.12362,GALAXY,0.05588527
1237648722295259145,158.891448295769,0.820855365057828,18.90018,17.75432,17.32603,17.16776,17.07379,STAR,0.0002985956
1237648722295259148,158.902458496993,0.688020458704293,17.56835,16.5251,16.31972,16.25974,16.25105,STAR,0.0003574246
1237648722295324802,159.107095193153,0.691486057983687,18.63499,18.26156,18.22407,18.12483,18.15553,QSO,0.6539512
1237648722296832005,162.476838964453,0.65873020279169,19.07751,18.82836,19.08227,19.33934,19.52757,STAR,9.473375E-05
1237648722296832039,162.494581190777,0.703283570087149,19.263,17.66962,17.06089,16.83854,16.73527,STAR,0.0002296777
1237648722296832040,162.490343351128,0.700819612392975,18.01298,16.95132,16.55226,16.32358,16.16546,GALAXY,0.03970751
1237648722296832111,162.590935444147,0.651253386056606,18.22543,16.72827,16.18056,16.00056,15.92625,STAR,2.792077E-05
1237648722296832114,162.602939270339,0.756602306071472,18.755,17.28763,16.71523,16.49355,16.39312,STAR,0.0001113554
1237648722296897547,162.64139724152,0.661888399426989,18.6898,17.10009,16.48563,16.25904,16.14507,STAR,5.660094E-05
1237648722296897556,162.662379517863,0.822551896872328,18.93721,17.96893,17.65264,17.52893,17.46298,STAR,-0.0003737929
1237648722296897585,162.681569816632,0.651692607767677,19.33645,17.71711,17.11194,16.90852,16.80285,STAR,0.0001355898
1237648722296897589,162.694300869618,0.789565167331132,18.65668,16.9741,16.32015,16.10241,15.99201,STAR,4.043406E-05
1237648722296897647,162.63075228701,0.760601705362364,18.24421,16.78687,15.97619,15.54994,15.22051,GALAXY,0.09639147
1237648722296438846,161.703296124411,0.682150442533404,17.24928,15.64974,15.11198,14.92802,14.85684,STAR,7.851558E-05
1237648722296963239,162.865831352964,0.646693820392973,18.37282,18.13495,17.97248,18.02311,17.92998,QSO,0.9130076
1237648722296963301,162.828379045003,0.733339088411893,19.5275,17.80477,17.07115,16.75946,16.60806,STAR,0.0008529695
1237648722296963303,162.836886096488,0.65981456802107,19.35942,17.86284,17.26231,16.96045,16.74168,GALAXY,0.03877994
1237648722297028650,162.986597866341,0.816885333367084,19.49482,18.19407,17.5564,17.28571,17.17224,STAR,0.0003512216
1237648722295849013,160.36772410856,0.780646615648605,18.68836,17.64929,17.48852,17.47167,17.47244,STAR,0.0006222444
1237648722295849059,160.260679469459,0.828794828363315,18.18992,16.73129,16.06364,15.68037,15.4111,GALAXY,0.06515635
1237648722295849099,160.292284952078,0.668454046980987,18.94286,17.80907,17.21217,16.81616,16.6088,GALAXY,0.09476225
1237648722298994832,167.442686191709,0.813727004770573,17.13678,15.44387,14.61501,14.1817,13.86789,GALAXY,0.06292506
1237648722298994833,167.452834651345,0.804385033484837,19.11143,18.10502,17.75696,17.47743,17.36701,GALAXY,0.06297269
1237648722297028802,163.062008854426,0.783513006378131,19.2625,18.16561,17.59528,17.21904,17.00732,GALAXY,0.09987651
1237648722297094157,163.096772517817,0.73045274990479,19.36688,18.09127,17.55593,17.32805,17.24816,STAR,-8.820272E-05
1237649961383756141,55.5071758852413,-7.41748683661943,18.97572,17.7303,17.28375,17.04759,16.90213,GALAXY,0.03338844
1237649961383821455,55.6897923118776,-7.2471332737558,16.80564,15.83755,15.45054,15.30536,15.26234,STAR,-0.0002560955
1237649961385197574,58.697122822826,-6.86863898311299,15.88371,14.81842,14.61121,14.56611,14.57537,STAR,0.0002157474
1237649961385197722,58.7436224576331,-6.81187730256966,19.4627,17.56484,16.49154,16.02907,15.7016,GALAXY,0.1300709
1237649961385197768,58.8339642758773,-6.88203798366361,19.21251,17.48125,16.73013,16.39721,16.18102,STAR,-0.0004618565
1237649961383886858,55.7330973472218,-7.23045524959546,19.14243,19.05374,18.97521,18.96319,18.85364,QSO,0.8140661
1237649961385263144,58.8867123509739,-6.82741636092454,18.56548,16.83865,16.10917,15.83126,15.67086,STAR,-9.965253E-05
1237649961385263186,58.9348316610529,-6.84670281319375,17.93188,16.34073,15.77139,15.59379,15.50476,STAR,-0.0001669554
1237649961383886973,55.8442364256105,-7.32001008369809,19.52245,17.96841,17.36124,17.14408,17.06156,STAR,0.0001377598
1237649961383886981,55.8458063560781,-7.21452615195029,19.40668,18.42978,18.10679,17.99694,17.91305,STAR,9.3483E-05
1237649961385263259,58.8585148939849,-6.82583665669214,19.44335,18.4336,18.08693,17.93571,17.87119,STAR,-0.0002914275
1237649961385328793,59.1412058515037,-6.86703335313637,18.70213,16.91929,16.19245,15.89205,15.74842,STAR,0.0001522207
1237649961385328865,59.1277577965311,-6.89165055010274,17.76543,15.87471,14.97826,14.51429,14.16387,GALAXY,0.05897574
1237649961385394192,59.2044967623259,-6.90866056218944,17.35128,16.31028,16.18293,16.13518,16.15168,STAR,-0.0001879823
1237649961385394279,59.2170072912975,-6.80079215244379,17.61283,16.54591,16.1235,15.92955,15.84991,STAR,0.0003030872
1237649961916039241,44.8784202782595,-8.21955261304584,17.61535,16.3719,15.93538,15.68946,15.56281,GALAXY,0.02968762
1237649961385394353,59.2401003601316,-6.73448395527624,18.44736,17.1442,16.541,16.14132,15.92514,GALAXY,0.06840979
1237649961386639530,62.122382775854,-6.43679840234489,18.30233,16.95515,16.25929,15.85864,15.61246,GALAXY,0.06499335
1237649961917022212,47.1394722945516,-8.02132898394596,18.68415,17.56758,17.04991,16.84379,16.75871,STAR,0.0001052325
1237649961916104882,45.1195809387926,-8.19762366200606,19.46312,19.08156,18.97958,18.7228,18.4438,QSO,0.4441958
1237649961385525252,59.4459958806184,-6.74844116641935,17.85622,16.28704,15.72521,15.51423,15.41725,STAR,-3.832196E-05
1237649961385525280,59.4929627231047,-6.80724560882563,18.97762,17.90848,17.5812,17.46592,17.38434,STAR,0.0008133749
1237649961385525284,59.5040763633779,-6.85065263389613,17.95602,16.409,15.82877,15.61298,15.52491,STAR,-5.644926E-06
1237649961385525348,59.5117500806555,-6.89573843723714,18.92101,17.73141,17.17212,16.83107,16.65231,GALAXY,0.06831241
1237649961385525388,59.5632452006309,-6.80691496194304,18.06651,16.92691,16.48183,16.18923,15.97021,GALAXY,0.03724211
1237649961917022236,47.1420508868092,-7.9425447728953,17.53606,16.38753,15.94064,15.7528,15.7036,STAR,0.0003637109
1237649961386115253,60.91860754817,-6.50882015880766,18.22937,16.95571,16.24224,15.82831,15.57498,GALAXY,0.05902837
1237649961386180724,61.0190288803295,-6.53790706447811,18.78076,17.79906,17.40929,17.23345,17.15584,STAR,0.0007836167
1237649961386180735,61.0404260098161,-6.61337130585669,19.02474,17.64365,17.05491,16.83315,16.72563,STAR,-0.0002063863
1237649961386246205,61.1839275601196,-6.54751849323088,18.82404,17.35014,16.72121,16.47569,16.3599,STAR,-4.551087E-05
1237649961386246296,61.1077478697952,-6.47577590284097,19.29546,18.40335,18.04926,17.91638,17.84497,STAR,0.0003728411
1237649961386246307,61.1730498206238,-6.49521913884023,19.24676,19.12615,18.92164,18.76471,18.79677,QSO,1.466239
1237649961386311905,61.2996897053293,-6.61991685508877,19.45077,19.3372,19.18667,18.94598,18.83222,QSO,1.948245
